,oe__gender,oe__bachelors,ohe__master_AI,ohe__master_Data Engineer,ohe__master_MBA,ohe__master_None,remainder__etest_p,remainder__degree,remainder__year_exp,remainder__age,result
3238,0,0,0,0,1,0,70.5484658941085,93.7083462067971,1.02373062092865,35.9118880381765,0
3239,1,0,0,0,0,1,65.2385184180975,0.427221642963411,0.0212272985411958,28.3281628113256,0
3240,1,0,0,0,0,1,94.9918974633909,0,0,45.8250138648025,1
3241,1,0,0,0,1,0,92.9257773880193,74.5797849605979,1.88938070280409,39.5965954576004,1
3242,1,0,0,0,1,0,85.4539525186356,71.6501735053995,4.09007005446413,27.4328187296664,0
3243,1,0,0,0,0,1,57.2888243673848,0,0.955452952386927,46.2661022949241,0
3244,0,0,0,0,1,0,74.7076324482557,94.7850028145418,0.878349805770156,26.0727808613033,0
3245,1,0,0,0,0,1,74.6627384549918,0,0.00287749480219304,26.5306958445944,0
3246,0,0,0,0,0,1,52.3046717687366,0,0,42.0745934794458,0
3247,1,0,0,0,1,0,70.6766084628644,68.8716942005338,0,44.5184602970748,0
3248,0,0,0,0,1,0,56.0626725348304,54.206252004099,0.0573271045194576,22.5722434881886,0
3249,0,0,0,0,0,1,71.424264993402,3.37016712442604,0,39.0324479509337,0
3250,1,0,0,0,0,1,93.0592566173002,0.443257994335057,0.146735540046242,34.0580112956766,1
3251,1,0,0,0,0,1,85.3329658648804,1.21826522963394,0.779404570351614,31.5674998090604,0
3252,0,0,0,0,1,0,70.7303814996736,93.9745361009424,1.96015889977935,23.1319201864506,0
3253,0,1,0,0,0,1,57.8877904155722,0,1.02456587542228,44.3191739564742,0
3254,1,1,0,0,0,1,74.4523961587426,0,1.06352367148228,39.1649847631123,0
3255,0,0,0,0,0,1,89.0877635632968,0,1.10136202874626,33.4904625076222,0
3256,1,0,0,0,0,1,82.2768610280134,0,0.929114765188011,31.9328175953322,0
3257,1,0,0,0,1,0,95.7359578135203,86.3155726786699,1.94166374199848,29.9120250746578,1
3258,1,1,0,0,0,1,80.9446062824205,0,0,43.8047293944833,0
3259,1,0,0,0,1,0,91.0149089889335,96.1733523625354,0.979174263294806,31.3558377273642,1
3260,0,0,0,0,0,1,88.8022303709253,3.3083956444568,0.992823642699852,32.8567449966156,0
3261,1,0,0,0,1,0,95.1150905723496,58.2950961364803,0.0247401426797069,40.5175854969658,1
3262,1,0,0,0,0,1,53.9545863531348,0.387592595347527,0.994186774012603,24.3054487276895,0
3263,1,1,1,0,0,0,69.7010793087059,76.4349921982962,3.0060132440986,29.9419688191072,0
3264,0,0,0,0,1,0,92.4754321673222,60.1501350745357,5.00663488347698,28.6774924290989,1
3265,1,1,0,1,0,0,84.9073183839717,85.3824176151733,6.05712277676439,22.8230650556495,0
3266,1,1,0,0,0,1,56.558157814282,0,0.943978315943556,31.5340600810892,0
3267,1,0,0,0,1,0,95.1582258272022,70.7693261117665,0.884625387508205,42.6446637896861,1
3268,0,0,0,0,0,1,48.5531112590696,0.44714028175533,1.03530946799878,31.3871891218385,0
3269,1,0,0,0,1,0,72.9136381380432,76.4416688146273,0.87267011901742,45.9758254735205,0
3270,0,0,0,0,1,0,51.4254603695979,76.1285502513379,2.08612968190694,42.7366455672623,0
3271,1,0,0,0,1,0,67.4498648947047,77.2409652408739,5.96108762481077,23.0581016790824,0
3272,1,0,0,0,0,1,61.8174647263208,1.24747849757162,0.906687469891432,30.1902051004252,0
3273,0,1,0,0,1,0,78.6658968231437,79.081551230164,4.01829151611213,39.4559309923432,0
3274,1,0,0,0,0,1,56.3409909404663,2.47183357139159,0.0658711819242062,26.7498921212895,0
3275,1,0,0,0,1,0,79.30075937348,64.0066674913626,2.15866821770179,41.791572953989,0
3276,1,0,0,0,1,0,78.3403057048561,90.6681149842603,3.04174535507007,42.8504308280058,0
3277,0,1,0,0,1,0,56.399653878994,55.2218973209584,6.16038873324168,27.210433631371,0
3278,1,1,0,1,0,0,95.536932444969,88.5510187381514,4.82897980807015,32.5208784914268,1
3279,1,0,0,0,0,1,56.6559896868218,2.90170093576231,0,41.7301576254088,0
3280,1,1,1,0,0,0,85.6942876665084,65.8384543628234,0.841089288266187,36.1136084513986,0
3281,1,1,1,0,0,0,84.0170325075561,79.837630900621,4.07085380502555,40.8728153654582,0
3282,0,1,1,0,0,0,87.5154037989587,84.103076069364,1.08619245380131,43.3106045793969,0
3283,0,0,0,0,1,0,70.7500518561423,87.3754034834348,2.03570346079029,44.4126899577148,0
3284,1,0,0,0,1,0,79.6477066388993,66.0541935024758,2.12435308411383,41.3973329320509,0
3285,1,1,1,0,0,0,53.5540861707734,87.1993758807532,4.11498805371533,23.2339241024701,0
3286,1,0,0,0,1,0,79.1743138759634,59.2740815462293,6.14246240626906,25.0779549119573,0
3287,0,0,0,0,0,1,59.820843225034,0,0,33.3684671268218,0
3288,0,0,0,0,0,1,94.3416698939816,2.81953182382275,0.0950552588878907,24.0888103683185,1
3289,0,0,0,0,0,1,61.3263172479961,0,0,35.2776174758344,0
3290,0,0,0,0,0,1,63.1537754183306,0,1.01452720781058,42.1069916721904,0
3291,1,0,0,0,0,1,93.7735189934478,0,0.126970594801336,34.5281174257166,1
3292,0,0,0,0,1,0,75.096502036432,72.0086100000276,3.89458274837999,33.58484293176,0
3293,1,1,1,0,0,0,95.0410915141305,94.0332610666144,1.00910702441865,42.9133083666022,1
3294,0,0,0,0,0,1,59.7478833038633,0,0,38.6438476952877,0
3295,1,0,0,0,0,1,71.7374184531535,0,0.195157105024288,32.7404079349394,0
3296,1,0,0,0,1,0,51.0711795358573,63.9182275293609,4.98302277341021,23.8958634249369,0
3297,1,0,0,0,1,0,89.9108934082069,73.467507628476,6.03054304852612,41.2447942898556,0
3298,1,0,0,0,0,1,90.8596682235128,0,1.02410985002174,34.7607602353647,1
3299,1,0,0,0,1,0,60.8174037089208,59.0112257934925,5.14515286664108,22.6959379518914,0
3300,0,1,1,0,0,0,88.446610405651,78.9151643627021,1.04289742495051,42.4426841838779,0
3301,1,1,1,0,0,0,66.7549420497136,56.4402793705819,2.9847580095363,36.9629837119921,0
3302,1,1,1,0,0,0,62.2836424594226,62.9310832028038,1.01526658453426,39.2599112318493,0
3303,1,1,0,1,0,0,87.7679945265467,63.628385216479,1.10256170055071,35.5061730846982,0
3304,0,1,1,0,0,0,95.1516534354046,90.752136921925,4.17758316653738,40.9836820106186,1
3305,1,0,0,0,1,0,95.011146192419,70.0172215657269,0.987390737099233,42.3642824625962,1
3306,1,0,0,0,0,1,98.1135139041803,0,0.120243858091983,35.3189298658257,1
3307,0,0,0,0,0,1,91.7491972864757,1.51407535353302,0.113642527893663,29.3828720266384,1
3308,1,1,0,1,0,0,86.0821863337603,65.4530286049854,1.03168172396352,34.262343729199,0
3309,1,1,0,0,0,1,80.5923339136736,0.333252157707731,0,43.7079714275842,0
3310,0,0,0,0,0,1,49.9355682474239,1.52587138578849,0.927683513311046,31.0571309087637,0
3311,0,0,0,0,0,1,55.5577938611021,0,1.1140837104231,41.6862174017315,0
3312,1,0,0,0,1,0,72.2059571824326,53.6852992228413,0.0863731228761078,27.8412661809448,0
3313,1,1,0,0,1,0,79.9651224829776,61.7671859757275,4.99647915015314,43.460079658631,0
3314,1,0,0,0,0,1,92.9126941077918,4.20593941050446,1.0610010204534,24.0197629545307,1
3315,1,1,0,0,0,1,69.3152246393361,0,1.07399560289338,23.0394511921527,0
3316,1,0,0,0,1,0,71.4787206318561,67.4463772572469,0.0319435320011432,45.3929738346662,0
3317,0,0,0,0,1,0,89.3458868865085,94.3638977823195,4.22147024118157,41.5502471798271,0
3318,1,1,0,0,1,0,85.9608260598852,67.3544758780893,5.86848148768862,29.426734887244,0
3319,0,0,0,0,0,1,75.3594450202801,2.08776842326912,1.02623304387521,28.736247480545,0
3320,0,0,0,0,0,1,60.6803867421704,0,0,33.0880995759313,0
3321,0,0,0,0,1,0,89.8937768942192,68.4495838510834,1.92084840983694,46.0741422756095,0
3322,0,0,0,0,1,0,87.9255117301998,65.6086266265249,2.0304807022974,46.0364785789677,0
3323,1,0,0,0,1,0,77.6690319265227,66.9732009849623,3.86832370383503,25.682424105748,0
3324,1,1,0,0,1,0,84.7687409254852,84.1917968871131,0.0161866000837895,34.1043805589564,0
3325,1,0,0,0,1,0,88.8735019936632,55.0239818766161,5.04258654573849,23.5699210858253,0
3326,1,0,0,0,1,0,57.9141599309328,77.3415960773168,2.02722501926308,33.1468581218931,0
3327,0,1,0,0,0,1,57.6724605319406,0,1.20605665871808,43.1998838460914,0
3328,1,1,0,0,0,1,55.6091837145609,0,0.13963736182008,36.2949823227444,0
3329,1,0,0,0,1,0,73.3277240909467,80.610833519607,1.01750191332135,46.2076831739131,0
3330,0,0,0,0,1,0,77.8521610301615,94.9763384908165,5.09576526067261,36.3580464838172,0
3331,0,0,0,0,1,0,79.4501587353395,64.8484456648957,5.03189422581259,24.329151470465,0
3332,1,1,0,0,0,1,72.7563473024305,0,0.931292900639544,35.6078319172435,0
3333,0,1,0,0,1,0,75.7833158255703,57.724814350175,1.99732062031153,26.2416554350892,0
3334,1,0,0,0,0,1,74.1548575227458,1.00209691965401,0.0848882149896152,44.9309186096257,0
3335,1,0,0,0,0,1,59.3629731826567,0.531291027461419,1.06666866533772,43.052984534305,0
3336,0,0,0,0,1,0,52.0023363001668,80.1196615845568,2.05981296744838,42.9274868170518,0
3337,1,1,0,0,0,1,70.6619927902963,3.69611596769351,0.216636060309836,24.2652336150368,0
3338,1,0,0,0,0,1,59.4008581797721,4.14734599759216,0.148346466033128,41.105228251517,0
3339,1,0,0,0,1,0,59.6791170697464,56.7985809011934,3.04748027173419,37.5043496825883,0
3340,0,0,0,0,0,1,60.1573578654488,0,0,36.7084979067293,0
3341,0,0,0,0,1,0,76.5591992202332,72.7637128924063,3.93269224268071,34.4076628534908,0
3342,0,0,0,0,1,0,56.6790935205938,74.8451221570434,0.0851471877613497,26.7557774146227,0
3343,0,1,0,0,1,0,64.2361614047168,86.8484611957716,3.10831869672483,28.1619650864323,0
3344,0,0,0,0,0,1,78.9130341658556,0,0,43.968415826577,0
3345,1,0,0,0,1,0,55.0226210699782,59.863128231034,4.16603617237359,43.4954209096671,0
3346,1,1,1,0,0,0,86.1566420834202,59.7462484097604,1.06172494678673,44.8854069007774,0
3347,0,1,0,0,1,0,75.6947781368733,59.1409073993948,2.1141551055887,26.2885225758372,0
3348,0,0,0,0,0,1,59.9833669109848,1.6853075248335,0,33.0381419349138,0
3349,1,1,0,0,1,0,86.1089301531491,64.4576851794017,6.1036350780384,29.7075672798226,0
3350,1,0,0,0,1,0,73.8107283861445,70.3313969852435,0.93091230056819,38.5153103446944,0
3351,1,1,1,0,0,0,62.4054434954369,74.4835613585505,0.947261966109982,31.4948724199548,0
3352,1,0,0,0,0,1,64.9894606466472,0,1.06657816838578,40.3634216901282,0
3353,0,0,0,0,1,0,78.3318805908553,91.6481152587017,4.90625770644758,37.0317055600231,0
3354,0,0,0,0,1,0,74.171469758116,95.5768504223069,0.882227022145932,26.1474138994105,0
3355,1,0,0,0,0,1,72.3439611529094,0.839640874172001,0.843466174074493,44.8008578222299,0
3356,0,1,0,0,1,0,55.7217258323098,61.0216291108397,5.89721091745809,27.2222863039502,0
3357,1,0,0,0,0,1,91.0341019915173,0,0.897388439827914,34.6019429978746,1
3358,1,0,0,0,1,0,71.8883793255916,73.8269657604437,0,44.9442506646113,0
3359,1,0,0,0,0,1,59.3032973913428,4.51278100284347,1.12733299731883,24.0497739577326,0
3360,1,0,0,0,1,0,88.1729550469993,90.4803538077228,3.90713308562013,43.4087580018985,0
3361,1,0,0,0,0,1,67.9164293053365,0,0.965333137883867,41.1762125367199,0
3362,1,0,0,0,1,0,82.6941442751464,88.4864121876704,0.951228846594395,26.8985596405953,0
3363,0,0,0,0,1,0,71.5761192437858,96.2038214008154,5.08958508859365,38.1470122429638,0
3364,1,0,0,0,0,1,49.5531856384187,0.292355036677346,0.879217109923271,28.8155063480149,0
3365,0,1,1,0,0,0,96.5513146558944,88.7068047492379,3.93019335658682,41.5078797738386,1
3366,1,0,0,0,1,0,96.8510127392216,56.9991022308241,0,40.3510333631103,1
3367,1,0,0,0,1,0,71.8764397787159,74.2268073447307,0,45.0782057215371,0
3368,1,0,0,0,1,0,73.0228691928355,73.2022120929441,1.00635334042805,39.1546781455467,0
3369,1,0,0,0,1,0,83.8466880106486,74.4412350811325,0.157401081509708,27.5674480496869,0
3370,1,0,0,0,1,0,72.7724879631804,84.9863164937267,1.18516971519413,45.5804089073078,0
3371,0,0,0,0,1,0,68.3612475961934,54.6326141345722,2.04057923857132,27.7863742765634,0
3372,1,0,0,0,1,0,66.9045339449131,81.0330559378669,6.00868452510226,23.1856458418303,0
3373,1,0,0,0,1,0,94.9402168986959,76.3998068006173,1.83108330034351,39.6674653110504,1
3374,1,0,0,0,0,1,92.5681729733257,1.21757909059482,1.06038134287352,24.2641994747916,1
3375,1,0,0,0,0,1,54.0171532547322,0.122418759365656,0.99289522228679,24.3727998026241,0
3376,1,0,0,0,0,1,53.6915438041988,0,0.951864998552229,25.5446810553665,0
3377,1,0,0,0,1,0,75.6492650449359,68.3323081139454,2.95258177910365,30.5556999753294,0
3378,1,1,0,1,0,0,97.162775098081,78.250088313478,2.05587602835912,43.2771019243535,1
3379,1,0,0,0,1,0,55.401568614063,79.8081049534413,0.977387343212983,37.0281994061337,0
3380,1,0,0,0,1,0,50.1972573181783,64.2010082120636,5.08892005827612,23.5030991178068,0
3381,1,1,0,0,0,1,72.020175485183,0.209191391999571,0.319629231007154,24.6152656506649,0
3382,1,0,0,0,1,0,75.4535963716067,68.9425798192392,2.90835248421734,31.4511744680661,0
3383,1,0,0,0,0,1,59.9578554821178,0.366161416167843,0,45.378982182002,0
3384,1,0,0,0,1,0,91.4241642324712,99.395763102212,1.13405891928425,30.7872998114649,1
3385,1,0,0,0,1,0,65.9001652110885,98.553351690424,3.99357642114698,29.4202210495897,0
3386,1,0,0,0,0,1,83.6684516250919,2.57878032499174,0.0020215894460559,34.3929537114815,0
3387,0,0,0,0,1,0,76.6069078619869,71.8145299164054,3.94649592045909,33.7777365364319,0
3388,1,1,0,1,0,0,74.9831016713521,64.1680999857315,0,31.690977558354,0
3389,0,0,0,0,1,0,68.0687966737677,55.6877435040003,1.97158439636433,27.417129496211,0
3390,0,0,0,0,1,0,69.0683540263213,100,0.955790832888172,35.7310140655644,0
3391,1,0,0,0,1,0,66.8004569314343,76.5691028402945,6.01008926267701,22.6175244046313,0
3392,0,0,0,0,1,0,64.2631620148052,71.2559801196225,0.966466046031078,28.7485074776882,0
3393,1,0,0,0,0,1,56.583941517934,0,1.10206167312159,32.1714693440048,0
3394,1,0,0,0,0,1,74.5435890422344,0,0,44.2757680282584,0
3395,1,1,0,1,0,0,55.5973609548374,88.18583569198,0.911382906069979,30.496737437675,0
3396,1,0,0,0,1,0,60.8610987925468,54.2047325336465,5.06007762525743,22.3600627206881,0
3397,0,1,0,1,0,0,67.1959206813152,57.2794214881207,6.05520230968747,28.9098577280571,0
3398,0,0,0,0,0,1,59.7489925859472,1.36212534620809,0,38.7802060463948,0
3399,0,0,0,0,1,0,76.2700287314452,71.8242847939206,4.12807691322395,33.8870849288311,0
3400,1,0,0,0,0,1,88.8512866344112,0,0.787308230835307,36.2477499742512,0
3401,1,0,0,0,1,0,83.6093419176316,83.5028746615687,0,40.6203833175736,0
3402,0,0,0,0,1,0,58.2438857275845,64.7250317847019,0.0598972824011299,44.9737874839929,0
3403,1,0,0,0,1,0,90.9370332662176,100,1.021740013444,30.8141285576763,1
3404,1,0,0,0,1,0,58.4274035221738,77.6821844886837,6.13284725933471,33.359948525011,0
3405,0,1,0,0,0,1,57.5093293456348,1.13689113349969,0.0272313329627185,41.1091130208442,0
3406,0,1,1,0,0,0,64.5731081511957,52.7236221572523,0.793796243349896,30.1677876205467,0
3407,0,1,0,1,0,0,71.0196540521317,80.3644638837291,5.97454302631702,23.124634569995,0
3408,1,1,0,1,0,0,61.3810637793482,57.0529892146055,3.99157395015417,45.3839355553251,0
3409,0,0,0,0,0,1,65.91270790986,0,1.18068887214678,45.4416438015041,0
3410,1,1,0,0,0,1,62.7427368173714,0,0.116972184846395,23.6261141777159,0
3411,0,0,0,0,0,1,60.3814723035198,0,0,33.241296334022,0
3412,0,0,0,0,1,0,58.1554385900784,76.7460506945001,0.993800328699434,30.2715782722441,0
3413,1,1,1,0,0,0,66.3208611411081,58.7176428343773,3.04290027852258,36.4317416716951,0
3414,0,1,0,1,0,0,62.3125734888738,77.7082641529057,5.97750101936418,39.7275589629062,0
3415,1,0,0,0,0,1,67.7322660233416,0,0,45.2724424698406,0
3416,1,1,0,0,1,0,50.2809633433959,68.710512145926,1.06150371669731,37.1464962076584,0
3417,1,0,0,0,0,1,84.7058436311599,0,0.924980635003764,46.7591943155875,0
3418,1,0,0,0,1,0,78.5581167667743,87.7389752630471,2.90925679531166,43.0418687349075,0
3419,1,0,0,0,0,1,89.1648395026077,1.02746687123715,1.07207346637426,36.0622863523372,0
3420,0,0,0,0,0,1,75.2624818393673,0,1.0381093037967,29.3548512702482,0
3421,1,0,0,0,1,0,55.8321287320154,80.1928098387449,0.971241409627972,37.095747368287,0
3422,1,0,0,0,0,1,56.8006806877223,0,0.0738066915075138,41.8822756786355,0
3423,0,0,0,0,0,1,56.3943679818138,0,0.930614590109161,41.2658132426992,0
3424,0,0,0,0,1,0,64.4021078263242,65.5582023073427,0.0419783496129439,38.7501717386986,0
3425,0,0,0,0,1,0,55.7721613510063,59.3621089257616,0.0578734418646003,23.1517328828221,0
3426,0,0,0,0,1,0,92.3977260675171,62.0868026649894,5.17383179864853,28.9292767507742,1
3427,1,0,0,0,1,0,74.5231479600704,68.7858463881188,1.0368612607098,38.584311752314,0
3428,1,1,1,0,0,0,85.7275416107683,57.9361359104423,0.974014835200796,44.9021276705136,0
3429,1,1,1,0,0,0,93.8533864567961,57.9105478249585,1.16477111385222,42.5576870556606,1
3430,0,0,0,0,0,1,78.2291277914105,0.548749270644042,1.09165415151794,23.919892844045,0
3431,1,0,0,0,0,1,56.9024793106021,1.03629589960289,0,34.3839237070767,0
3432,1,1,1,0,0,0,66.0286297146551,54.126567459292,2.9679804467574,37.2710579507127,0
3433,0,0,0,0,1,0,66.7254911737378,54.83843166728,2.20981477497385,28.0338538967828,0
3434,0,0,0,0,1,0,69.3059896065686,56.7623758706879,2.17134343264158,27.7145191672846,0
3435,1,0,0,0,1,0,80.4443475752414,67.0525161915382,1.84905584719643,40.5431026817898,0
3436,1,0,0,0,1,0,55.7616030173472,79.3849509459751,0.992253613518649,36.8941854238834,0
3437,1,0,0,0,0,1,72.0356432407498,0,0.102706838360812,31.9123867876504,0
3438,0,1,0,1,0,0,70.2945807356099,78.0932902004159,6.1258450656646,22.9316778245891,0
3439,1,0,0,0,1,0,91.2439313956704,67.568460072366,5.96745255151797,41.0731490313146,0
3440,1,1,0,0,1,0,58.251240457537,93.1639529340461,6.27985142999324,38.9528345769539,0
3441,1,0,0,0,0,1,75.9136658420573,0,0,36.4338451903963,0
3442,1,1,0,1,0,0,85.9238077704371,82.296450494381,5.88248500460675,22.4400812102102,0
3443,0,1,1,0,0,0,87.7765722321701,78.9468329784206,1.0112231211174,43.2710228656249,0
3444,1,0,0,0,1,0,95.9965661552567,57.0445318622124,0.139083763613843,39.9255020485479,1
3445,0,0,0,0,0,1,92.7670152825966,0,0,28.9388714646001,1
3446,0,0,0,0,0,1,59.957104727853,1.36509644585053,0,32.6539222766052,0
3447,1,0,0,0,1,0,87.6686312399222,94.4427506125117,1.02437426058274,45.7591769061464,0
3448,0,0,0,0,1,0,88.3926921101024,68.9619994148687,2.07087683473397,46.5848534518313,0
3449,1,0,0,0,0,1,59.5310146235573,1.43244346901528,0,45.3078426053664,0
3450,0,0,0,0,0,1,59.9724695582821,0,0,35.4021862035388,0
3451,0,0,0,0,1,0,56.3255568544376,76.5854902099708,0.0713967483934925,27.1239199438734,0
3452,1,0,0,0,1,0,89.7209207156482,73.3008409746916,6.09732985525134,40.8284902625868,0
3453,1,1,1,0,0,0,93.5225971522902,56.3438661809831,1.25402264264716,43.1071543282432,1
3454,0,0,0,0,1,0,95.502904154938,59.8683399957151,3.9836632668972,25.6991056286645,1
3455,0,0,0,0,0,1,60.6045974578483,0,0,33.4252676618701,0
3456,1,0,0,0,0,1,67.8992743051429,0,0.93374650168905,40.2811679120449,0
3457,1,0,0,0,1,0,86.4899794778404,69.4598059095387,3.96419406780103,27.6810108394552,0
3458,0,0,0,0,1,0,54.9752372509265,55.1205053727675,0,23.4147240304104,0
3459,1,0,0,0,0,1,81.802552617285,1.87322945364465,0.992319452912898,31.6155615017831,0
3460,1,0,0,0,0,1,74.2624556297132,0,0,26.6691259467008,0
3461,0,0,0,0,0,1,95.0691517417014,0,0,24.2091871171985,1
3462,1,1,0,1,0,0,60.4782963425448,64.0979265496716,4.0379170391404,28.0711431633193,0
3463,1,0,0,0,0,1,57.2657835392967,3.42944159380457,0.912408944255298,45.6969882182007,0
3464,0,1,0,0,1,0,75.2008821238988,51.4094466260985,5.97754402570556,28.973250299358,0
3465,1,1,0,1,0,0,61.204864223497,65.657955024906,4.16510652424612,28.4596949412723,0
3466,1,0,0,0,0,1,73.4669524304869,0,0,31.880579836169,0
3467,1,1,0,0,1,0,74.3223506140205,77.3353400880252,1.09438284738874,44.9802010388587,0
3468,0,0,0,0,0,1,78.7902633980182,0.195849507576725,0,44.7918323318494,0
3469,1,0,0,0,0,1,93.083620337139,0,0,34.137385048782,1
3470,1,0,0,0,0,1,74.8441877845217,0.105514645437318,0.00161698258158244,44.4910625720563,0
3471,1,0,0,0,0,1,67.9626179370051,0,0.0716829777908417,46.4023730670015,0
3472,1,0,0,0,1,0,90.0376319163481,83.729605375936,4.15454592981638,42.7582256432262,0
3473,1,1,1,0,0,0,92.8022560593562,57.3851122343195,0.962971517713447,43.0211153391179,1
3474,0,0,0,0,0,1,57.6429635741633,0,0.968017227658559,41.1879963628553,0
3475,1,0,0,0,1,0,91.1077645253538,95.603689996163,0.825332153551634,31.5296526665471,1
3476,1,0,0,0,0,1,58.0138987646559,0,0.14251925559792,35.2447802647522,0
3477,1,0,0,0,1,0,97.0603107166914,88.222742881005,2.05220252867179,29.5422337145312,1
3478,0,0,0,0,0,1,78.1314668961102,0,0.99359556956061,24.4136548292262,0
3479,0,0,0,0,0,1,78.5545696405328,1.26287309084403,0.920170707800849,22.8773010299857,0
3480,1,1,0,0,0,1,68.8716291938874,0,0.942305086412708,22.8701799194542,0
3481,0,0,0,0,0,1,59.6250972785165,2.29401597553598,0.10030040343422,32.9527606037444,0
3482,1,0,0,0,1,0,86.2860701239265,70.7610321626445,4.07474087935692,27.5778271903706,0
3483,1,1,0,0,0,1,67.5470396163752,0,0.8492291654697,22.4491275371782,0
3484,1,0,0,0,0,1,59.3393845886309,0,1.11973424104667,46.3198152535389,0
3485,1,1,0,1,0,0,58.3667887831976,60.547664949768,4.02051909586946,34.7018674973099,0
3486,1,0,0,0,0,1,64.2005979433136,0,0.918573038034724,23.6929696600422,0
3487,0,1,0,0,1,0,57.2320313747688,61.2632501310394,6.11671574103424,26.9419173506757,0
3488,0,1,0,1,0,0,61.4580334796113,76.722631374532,6.11711132979971,39.7544560148986,0
3489,0,0,0,0,1,0,79.8612702326696,70.6602602562904,5.0817340139392,23.961182866149,0
3490,0,0,0,0,0,1,94.2570509292077,0.724959856232631,0,24.5635232529005,1
3491,0,0,0,0,1,0,80.1751726888532,93.2294477983051,1.83870109181411,39.8882840551263,0
3492,1,1,1,0,0,0,86.195996697658,57.719776354724,0.915511791631405,44.8932954297324,0
3493,1,0,0,0,1,0,56.3529600015939,81.9025557174133,2.14137994801702,33.5096803087772,0
3494,1,1,1,0,0,0,85.0877760947277,81.1316800772362,3.93870507675937,40.9836205490188,0
3495,1,0,0,0,1,0,95.3328860663557,79.066629584725,1.83811479742053,39.2905869128805,1
3496,0,0,0,0,1,0,80.0500543419405,93.5022518833913,2.08987581363,40.0256528092755,0
3497,0,0,0,0,0,1,57.959318518262,0,0.760493892789182,40.7004248425256,0
3498,1,1,0,0,1,0,75.2480471155695,79.8016972440607,1.03651672755282,44.4369478712236,0
3499,0,1,0,0,1,0,75.3514989039254,50.5494718691364,6.00212592785034,28.9912438905198,0
3500,0,0,0,0,0,1,77.9665659801094,0,1.04523062951603,24.1315679090397,0
3501,1,1,0,1,0,0,97.120577250437,85.4610843407174,4.9834116541712,33.350316560214,1
3502,1,0,0,0,0,1,62.8587483765251,2.66414708168266,0.890884164920332,40.9046627367547,0
3503,0,0,0,0,1,0,88.1949741136772,65.1134576657054,1.95515154173567,46.3081028527553,0
3504,1,1,0,1,0,0,54.7169742296572,90.6571109425476,0.856813016722117,30.8161858669547,0
3505,1,0,0,0,0,1,55.0442561779317,2.35089239647965,0,26.6706076631043,0
3506,0,0,0,0,1,0,72.2002680819439,98.350484984586,1.89287801187028,22.9380604998463,0
3507,0,0,0,0,0,1,93.4693315735391,3.46150383858572,0,30.1710117992573,1
3508,1,0,0,0,1,0,88.2708373339544,97.5430447919902,1.04818230297428,45.1923592502729,0
3509,1,0,0,0,0,1,75.2238004483544,2.4227472153836,0,45.4656082750816,0
3510,1,1,0,0,1,0,80.4587273379499,61.565842660965,5.20047712204576,44.1366929586965,0
3511,1,0,0,0,1,0,57.4232323714642,73.588397240155,6.08976397763392,33.5744439054102,0
3512,1,0,0,0,0,1,66.3821230059181,0,0.777149059940706,32.3713807960229,0
3513,0,1,1,0,0,0,65.1637585514153,51.4448545948964,1.00668292344163,29.381178269572,0
3514,1,1,1,0,0,0,88.186740311107,75.6618239112222,0.997132128286428,44.3653057026015,0
3515,1,0,0,0,0,1,94.5920183318109,0.873325780212034,0.970013273825058,41.3952772027197,1
3516,1,0,0,0,0,1,59.8770862340926,0,0.0525853778778299,42.1740132738319,0
3517,0,0,0,0,1,0,72.141762653504,88.0968233748797,0.0382897079378906,25.1253818167977,0
3518,0,0,0,0,1,0,70.253461917689,96.7983547724803,1.95930521241941,23.0637446798345,0
3519,1,0,0,0,1,0,95.4751895510779,60.070360390271,0,39.5896088426856,1
3520,1,1,1,0,0,0,63.5135635615187,67.8772421689861,1.03604106902402,38.4477964736371,0
3521,1,0,0,0,1,0,83.3424625360062,95.8038331547739,1.95011966952866,41.6754706373585,0
3522,1,0,0,0,0,1,57.4747754418492,4.27931248084251,0.200209955106899,35.6449364713272,0
3523,0,1,0,0,1,0,78.1872604462695,83.2778925046262,4.23229171889286,40.4722956217095,0
3524,0,0,0,0,0,1,91.2343617498174,0,0.0573197626294545,29.0935444351401,1
3525,1,0,0,0,0,1,64.0903314550311,0,0.975631316821358,24.0454800884148,0
3526,1,1,0,1,0,0,60.9154478252687,66.0477868968161,4.20170774473419,28.4614842487843,0
3527,1,0,0,0,1,0,79.8691631174574,85.9333507157978,3.0523257381651,43.0029595701302,0
3528,1,0,0,0,0,1,82.6895774172641,0.311587197028141,0.0497478639052112,35.9386119508271,0
3529,1,0,0,0,0,1,60.180010175444,0.191586668149524,0,28.9835238738848,0
3530,0,1,1,0,0,0,58.5423554673799,62.2907815934278,2.09225029885353,46.1482136405035,0
3531,1,0,0,0,0,1,96.6808221091607,3.00136344108753,0.160650796658183,26.5989670649143,1
3532,1,1,0,0,0,1,62.525175167909,0,0,23.6201418192804,0
3533,1,0,0,0,0,1,83.2371068312554,0,0.0128689404877204,38.1740176352682,0
3534,0,0,0,0,1,0,65.0692465064667,67.1641019903442,0.124118504725355,39.3190452909452,0
3535,1,0,0,0,0,1,81.4990561327211,0,1.05506447007058,31.6588016265892,0
3536,1,1,0,1,0,0,96.9569699791246,89.143224907109,5.04280169629213,33.5267555278557,1
